geo,cluster13,region,nation,fips,1876_D,1876_R,1876_O,1876_T,1880_D,1880_R,1880_O,1880_T,1884_D,1884_R,1884_O,1884_T,1888_D,1888_R,1888_O,1888_T,1892_D,1892_R,1892_O,1892_T,1896_D,1896_R,1896_O,1896_T,1900_D,1900_R,1900_O,1900_T,1904_D,1904_R,1904_O,1904_T,1908_D,1908_R,1908_O,1908_T,1912_D,1912_R,1912_O,1912_T,1916_D,1916_R,1916_O,1916_T,1920_D,1920_R,1920_O,1920_T,1924_D,1924_R,1924_O,1924_T,1928_D,1928_R,1928_O,1928_T,1932_D,1932_R,1932_O,1932_T,1936_D,1936_R,1936_O,1936_T,1940_D,1940_R,1940_O,1940_T,1944_D,1944_R,1944_O,1944_T,1948_D,1948_R,1948_O,1948_T,1952_D,1952_R,1952_O,1952_T,1956_D,1956_R,1956_O,1956_T,1960_D,1960_R,1960_O,1960_T,1964_D,1964_R,1964_O,1964_T,1968_D,1968_R,1968_O,1968_T,1972_D,1972_R,1972_O,1972_T,1976_D,1976_R,1976_O,1976_T,1980_D,1980_R,1980_O,1980_T,1984_D,1984_R,1984_O,1984_T,1988_D,1988_R,1988_O,1988_T,1992_D,1992_R,1992_O,1992_T,1996_D,1996_R,1996_O,1996_T,2000_D,2000_R,2000_O,2000_T,2004_D,2004_R,2004_O,2004_T,2008_D,2008_R,2008_O,2008_T,2012_D,2012_R,2012_O,2012_T,2016_D,2016_R,2016_O,2016_T,2020_D,2020_R,2020_O,2020_T,2024_D,2024_R,2024_O,2024_T
"Garrett County, Maryland",8,Acela,Greater Appalachia,0500000US24023,,,,,,,,,,,,,,,,,"1,323","1,556",81,"2,960","1,277","2,058",57,"3,392","1,283","2,259",30,8,"3,580","2,051",947,65,"3,063","1,121","2,055",140,"3,316",655,"1,260","2,920","1,031","1,808",115,"2,954","1,070","2,805",118,"3,993","1,226","2,594",378,"4,198","1,168","4,371",38,"5,577","2,232","3,048",163,"5,443","3,252","4,057",64,"7,373","2,805","4,387",38,"7,230","1,961","4,162",0,"6,123","1,909","3,536",51,"5,496","2,281","4,980",18,"7,279","2,045","5,555",0,"7,600","2,357","5,057",0,"7,414","3,515","3,624",0,"7,139","1,933","4,021",818,"6,772","1,510","5,480",164,"7,154","3,332","4,640",0,"7,972","2,708","5,475",362,"8,545","2,386","7,042",49,"9,477","2,557","6,665",60,"9,282","2,856","5,714","2,010","10,580","3,121","5,400","1,265","9,786","2,872","7,514",269,"10,655","3,291","9,085",108,"12,484","3,736","8,903",233,"12,872","3,124","9,743",290,"13,157","2,567","10,776",507,"13,850","3,281","12,002",328,"15,611","3,456","11,983",399,"15,838"
"Harford County, Maryland",2,Acela,Midlands,0500000US24025,,,,,,,,,,,,,,,,,"3,309","2,449",264,"6,022","3,360","3,374",371,"7,105","3,509","3,145",250,20,"6,924","2,561","3,151",121,"5,833","3,148","2,742",82,"5,972","1,737",912,"5,713","3,345","2,302",85,"5,732","4,134","4,175",65,"8,374","3,841","3,545",372,"7,758","3,506","6,479",55,"10,040","6,073","3,954",107,"10,134","6,165","5,327",39,"11,531","5,500","6,501",59,"12,060","4,839","6,751",0,"11,590","5,494","6,168",88,"11,750","6,809","10,770",80,"17,659","6,588","12,657",0,"19,245","9,293","12,090",0,"21,383","13,550","9,968",0,"23,518","9,914","15,799","4,978","30,691","8,737","25,141",488,"34,366","19,890","24,309",0,"44,199","20,042","26,713","4,186","50,941","17,133","37,382",127,"54,642","19,803","38,493",270,"58,566","27,164","36,350","17,173","80,687","29,779","39,686","8,726","78,191","35,665","52,862","2,897","91,424","39,685","71,565","1,478","112,728","48,552","71,751","2,992","123,295","49,729","72,911","3,314","125,954","47,077","77,860","6,659","131,596","63,095","80,930","4,161","148,186","62,453","83,050","4,587","150,090"
"Howard County, Maryland",1,Acela,Midlands,0500000US24027,,,,,,,,,,,,,,,,,"1,920","1,410",80,"3,410","1,786","1,981",103,"3,870","1,904","1,800",72,7,"3,783","1,258","1,914",54,"3,226","1,764","1,276",57,"3,097","1,004",433,"2,960","1,913","1,346",64,"3,323","2,397","2,608",63,"5,068","2,786","1,989",394,"5,169","3,088","3,296",33,"6,417","4,161","1,970",59,"6,190","4,138","2,638",49,"6,825","3,957","3,082",30,"7,069","3,140","3,344",0,"6,484","2,725","3,113",190,"6,028","3,693","5,497",112,"9,302","3,599","6,534",0,"10,133","5,412","7,051",2,"12,465","8,185","6,833",0,"15,018","5,752","9,957","2,796","18,505","10,668","19,265",383,"30,316","20,533","21,200",0,"41,733","20,702","24,272","6,625","51,599","25,713","35,641",334,"61,688","34,007","44,153",370,"78,530","44,763","38,594","16,441","99,798","47,569","40,849","7,090","95,508","58,556","49,809","4,414","112,779","72,257","59,724","1,829","133,810","87,120","55,393","2,720","145,233","91,393","57,758","3,957","153,108","102,597","47,484","8,592","158,673","129,433","48,390","5,239","183,062","124,764","49,425","8,102","182,291"
"Kent County, Maryland",1,Acela,Tidewater,0500000US24029,,,,,,,,,,,,,,,,,"2,009","1,886",95,"3,990","1,980","2,399",86,"4,465","2,076","2,426",64,7,"4,573","1,841","1,956",46,"3,843","1,939","1,753",39,"3,731","1,021",543,"3,380","1,886","1,673",48,"3,607","3,034","2,838",14,"5,886","2,628","2,019",102,"4,749","2,450","2,777",30,"5,257","2,370","1,468",16,"3,854","2,931","2,543",33,"5,507","3,014","2,639",28,"5,681","2,454","2,351",0,"4,805","2,524","2,489",35,"5,048","2,504","3,656",11,"6,171","2,378","3,747",0,"6,125","3,079","3,264",0,"6,343","4,113","2,008",0,"6,121","2,243","2,946","1,146","6,335","2,168","4,036",67,"6,271","3,211","2,821",0,"6,032","2,986","2,889",429,"6,304","2,390","3,897",36,"6,323","2,925","3,761",46,"6,732","3,093","3,094","1,441","7,628","3,207","3,055",736,"6,998","3,627","4,155",303,"8,085","4,278","4,900",107,"9,285","4,953","4,905",162,"10,020","4,842","4,870",192,"9,904","4,575","4,876",429,"9,880","5,329","5,195",270,"10,794","5,251","5,561",316,"11,128"
"Montgomery County, Maryland",5,Acela,Midlands,0500000US24031,,,,,,,,,,,,,,,,,"3,383","2,584",188,"6,155","3,456","3,219",171,"6,846","3,677","3,354",102,18,"7,151","2,711","3,082",89,"5,882","3,351","2,805",119,"6,275","1,675","1,065","6,241","3,805","2,913",136,"6,854","6,277","5,948",177,"12,402","6,639","5,675",580,"12,894","6,739","9,318",82,"16,139","9,882","5,698",183,"15,763","13,246","10,133",153,"23,532","15,177","13,831",513,"29,521","15,324","20,400",0,"35,724","14,336","23,174",897,"38,407","28,381","47,805",467,"76,653","42,606","56,501",0,"99,107","66,025","62,679",0,"128,704","103,113","52,554",0,"155,667","92,026","84,651","14,726","191,403","100,228","133,090","2,239","235,557","131,098","122,674",0,"253,772","105,822","125,515","34,814","266,151","146,036","146,924",910,"293,870","165,187","154,191","1,518","320,896","199,757","119,705","43,151","362,613","198,807","117,730","18,360","334,897","232,453","124,580","14,655","371,688","273,936","136,334","4,955","415,225","314,444","118,608","6,209","439,261","323,400","123,353","9,239","455,992","357,837","92,704","18,139","468,680","419,569","101,222","12,952","533,743","386,581","112,637","20,003","519,221"
"Prince George's County, Maryland",5,Acela,Midlands,0500000US24033,,,,,,,,,,,,,,,,,"2,655","2,423",43,"5,121","2,505","3,250",55,"5,810","2,787","3,455",26,11,"6,279","2,845","2,270",24,"5,139","2,680","2,639",78,"5,397","1,456","1,461","5,341","3,493","3,058",183,"6,734","4,857","6,628",178,"11,663","5,088","5,868","1,534","12,490","6,658","9,782",122,"16,562","11,580","6,696",280,"18,556","15,087","8,107",101,"23,295","16,592","9,523",136,"26,251","14,006","13,750",0,"27,756","14,874","14,718",432,"30,024","29,119","38,060",423,"67,602","39,280","40,654",0,"79,934","62,013","44,817",0,"106,830","81,806","46,413",0,"128,219","71,524","73,269","32,867","177,660","79,914","116,166","2,330","198,410","111,743","81,027",0,"192,770","98,757","78,977","16,253","193,987","136,063","95,121","1,036","232,220","133,816","86,545","2,520","222,881","168,691","62,955","25,213","256,859","176,612","52,697","10,993","240,302","216,119","49,987","5,803","271,909","260,532","55,532","2,410","318,474","332,396","38,833","2,797","374,026","347,938","35,734","4,072","387,744","344,049","32,811","9,289","386,149","379,208","37,090","8,557","424,855","334,784","42,838","11,371","388,993"
"Queen Anne's County, Maryland",7,Acela,Tidewater,0500000US24035,,,,,,,,,,,,,,,,,"2,281","1,579",163,"4,023","2,516","1,917",183,"4,616","2,544","1,873",113,8,"4,538","1,487","2,258",140,"3,885","2,086","1,135",113,"3,334","1,311",213,"3,426","2,206","1,242",51,"3,499","3,519","2,157",86,"5,762","3,155","1,656",97,"4,908","2,700","2,666",23,"5,389","3,683","1,583",28,"5,294","3,548","1,946",9,"5,503","3,581","2,508",37,"6,126","3,027","2,119",0,"5,146","2,660","2,038",44,"4,742","3,058","3,170",37,"6,265","2,641","3,321",0,"5,962","3,126","2,906",0,"6,032","4,052","1,955",0,"6,007","1,969","2,888","1,298","6,155","1,712","4,380",125,"6,217","3,457","3,479",0,"6,936","3,820","4,749",543,"9,112","2,938","6,784",41,"9,763","3,857","7,803",43,"11,703","4,668","6,829","3,017","14,514","5,054","7,147","1,438","13,639","6,257","9,970",534,"16,761","7,070","14,489",235,"21,794","8,575","15,087",383,"24,045","8,556","15,823",509,"24,888","7,973","16,993","1,212","26,178","10,709","18,741",840,"30,290","11,273","20,200",874,"32,347"
"St. Mary's County, Maryland",10,Acela,Tidewater,0500000US24037,,,,,,,,,,,,,,,,,"1,638","1,819",534,"3,991","2,084","2,646",479,"5,209","2,017","2,855",316,33,"5,221","1,874","1,580",183,"3,637","1,627","1,912",130,"3,669","1,262",231,"2,336","1,443","1,064",104,"2,611","1,861","2,175",58,"4,094","1,949","1,653",101,"3,703","3,006","1,609",118,"4,733","2,885","1,322",93,"4,300","2,829","2,286",124,"5,239","2,860","2,301",44,"5,205","1,891","2,673",0,"4,564","2,293","2,247",66,"4,606","3,588","4,270",33,"7,891","3,443","4,336",0,"7,779","5,752","3,080",0,"8,832","5,831","2,878",0,"8,709","3,280","3,348","2,547","9,175","3,571","7,689",122,"11,382","7,227","5,640",0,"12,867","6,773","8,267","1,016","16,056","6,420","11,201",49,"17,670","7,434","12,767",89,"20,290","8,931","11,485","4,669","25,085","9,988","11,835","1,985","23,808","11,912","16,856",733,"29,501","13,776","23,725",415,"37,916","19,023","24,705",681,"44,409","19,711","26,797","1,316","47,824","17,534","28,663","2,778","48,975","23,138","30,826","1,701","55,665","23,531","33,582","1,841","58,954"
"Somerset County, Maryland",1,Acela,Tidewater,0500000US24039,,,,,,,,,,,,,,,,,"1,482","1,693",45,"3,220","1,471","2,044",36,"3,551","1,584","2,089",17,6,"3,696","1,174","1,247",25,"2,446","1,021","1,333",103,"2,457","1,528",408,"3,553","1,885","2,364",154,"4,403","2,634","3,658",62,"6,354","2,903","3,230",177,"6,310","2,277","5,071",47,"7,395","4,811","3,675",59,"8,545","4,116","4,770",72,"8,958","4,352","3,954",84,"8,390","3,125","3,790",0,"6,915","3,112","3,129",58,"6,299","3,951","4,113",39,"8,103","3,031","4,770",0,"7,801","3,948","4,030",0,"7,978","4,527","3,155",0,"7,682","2,319","2,829","1,899","7,047","2,036","4,342",71,"6,449","3,472","3,254",0,"6,726","3,342","3,312",283,"6,937","2,439","4,508",23,"6,970","2,911","4,222",32,"7,165","3,210","3,450","1,276","7,936","3,557","2,919",693,"7,169","3,785","3,609",210,"7,604","4,034","4,884",76,"8,994","4,779","5,037",108,"9,924","5,240","5,042",117,"10,399","4,196","5,341",254,"9,791","4,241","5,739",167,"10,147","4,054","5,805",278,"10,137"
"Talbot County, Maryland",2,Acela,Tidewater,0500000US24041,,,,,,,,,,,,,,,,,"1,974","2,137",184,"4,295","2,189","2,542",205,"4,936","2,233","2,573",161,10,"4,977","1,999","1,861",96,"3,956","2,025","1,908",101,"4,034","1,835",283,"4,006","2,180","1,753",158,"4,091","3,130","3,050",20,"6,200","2,859","2,451",178,"5,488","2,432","3,990",21,"6,443","4,233","2,672",45,"6,950","3,768","3,578",19,"7,365","3,689","4,368",49,"8,106","2,768","3,712",0,"6,480","2,344","3,585",51,"5,980","3,019","5,357",19,"8,395","2,735","6,018",0,"8,753","3,462","4,995",0,"8,457","4,671","3,693",0,"8,364","2,609","4,902","1,372","8,883","2,181","6,620",58,"8,859","3,715","5,848",0,"9,563","3,995","6,044",672,"10,711","3,198","8,028",30,"11,256","3,948","8,170",81,"12,199","4,642","6,774","2,292","13,708","4,821","6,997","1,037","12,855","5,854","8,874",506,"15,234","7,367","11,288",209,"18,864","9,035","10,995",298,"20,328","8,808","11,339",312,"20,459","8,653","10,724",835,"20,212","11,062","10,946",547,"22,555","11,119","11,125",586,"22,830"
"Washington County, Maryland",2,Acela,Midlands,0500000US24043,,,,,,,,,,,,,,,,,"4,667","4,373",233,"9,273","4,382","5,428",323,"10,133","4,862","5,475",154,29,"10,520","4,581","4,064",188,"8,833","4,518","4,650",209,"9,377","1,907","3,044","9,540","5,642","5,093",365,"11,100","6,852","8,757",386,"15,995","4,620","7,460","1,682","13,762","5,816","12,404",81,"18,301","11,370","8,929",228,"20,527","14,050","10,619",49,"24,718","14,125","11,054",83,"25,262","11,365","12,227",0,"23,592","10,588","11,887",155,"22,630","12,657","17,653",84,"30,394","11,562","19,455",0,"31,017","15,632","17,828",0,"33,460","19,858","12,756",0,"32,614","11,266","16,050","6,737","34,053","10,039","24,234",712,"34,985","15,902","20,194",0,"36,096","14,118","22,901","2,064","39,083","13,329","27,118",219,"40,666","14,408","25,912",318,"40,638","16,495","21,977","7,736","46,208","16,481","21,434","4,227","42,142","18,221","27,948","1,301","47,470","20,387","36,917",600,"57,904","26,245","34,169","1,186","61,600","25,042","36,074","1,639","62,755","21,129","40,998","2,944","65,071","26,044","40,224","1,511","67,779","27,260","44,054","2,018","73,332"
"Wicomico County, Maryland",7,Acela,Tidewater,0500000US24045,,,,,,,,,,,,,,,,,"2,317","1,427",282,"4,026","2,253","2,022",347,"4,622","2,793","2,376",205,0,"5,374","2,179","2,593",128,"4,900","2,751","2,273",158,"5,182","2,038",558,"5,772","3,285","2,539",98,"5,922","5,054","4,225",30,"9,309","3,068","2,604",271,"5,943","4,095","5,923",15,"10,033","6,895","3,812",48,"10,755","7,273","4,545",95,"11,913","7,198","4,741",73,"12,012","5,674","5,040",0,"10,714","5,415","5,062",39,"10,516","5,878","9,061",26,"14,965","5,289","9,377",0,"14,666","7,350","8,671",0,"16,021","8,695","7,448",0,"16,143","5,392","8,707","4,356","18,455","5,510","13,115",190,"18,815","9,412","10,537",0,"19,949","9,431","11,229","1,245","21,905","8,160","16,124",48,"24,332","9,413","16,272",70,"25,755","11,481","13,560","5,231","30,272","12,303","12,687","2,296","27,286","14,469","16,338",988,"31,795","15,137","21,998",368,"37,503","19,436","21,849",567,"41,852","19,635","21,764",860,"42,259","18,050","22,198","1,729","41,977","22,054","22,944","1,218","46,216","21,513","24,065","1,334","46,912"
"Worcester County, Maryland",10,Acela,Tidewater,0500000US24047,,,,,,,,,,,,,,,,,"1,826","1,247",511,"3,584","1,961","1,756",406,"4,123","2,449","1,991",247,3,"4,690","1,450","2,000",158,"3,608","1,974","1,529",115,"3,618",757,726,"3,247","2,138","1,520",169,"3,827","3,676","3,090",81,"6,847","5,964","3,744",70,"9,778","2,116","4,005",13,"6,134","3,593","2,178",31,"5,802","3,567","3,106",25,"6,698","3,388","3,135",83,"6,606","2,613","3,018",0,"5,631","2,281","2,673",39,"4,993","2,708","4,681",26,"7,415","2,570","4,465",0,"7,035","3,347","3,976",0,"7,323","3,713","2,973",0,"6,686","2,046","3,541","1,871","7,458","1,792","5,584",48,"7,424","4,076","4,647",0,"8,723","4,195","5,362",679,"10,236","3,770","8,208",36,"12,014","4,787","8,430",45,"13,262","6,040","7,237","3,282","16,559","7,587","7,621","1,723","16,931","9,389","10,742",622,"20,753","9,648","15,349",232,"25,229","11,374","15,607",365,"27,346","11,014","15,951",455,"27,420","9,753","17,210",984,"27,947","12,560","18,571",560,"31,691","12,431","19,632",818,"32,881"
